,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
219,2024-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2024-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2024-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2024-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2024-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2024-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,2024-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2024-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2024-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2024-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2024-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2024-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2024-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2024-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2024-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2024-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2024-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2024-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2024-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2024-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2024-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2024-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2024-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2024-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2024-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2024-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2024-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2024-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2024-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2024-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2024-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2024-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2024-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2024-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2024-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2024-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2024-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2024-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2024-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2024-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2024-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2024-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2024-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2024-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2024-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2024-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2024-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,-9.4,-6.562790697674418,681.4697674418604,86.79069767441861,0.0,0.0,49.36862747086851,2024.0,-9.4,-2.2,0.0,0.0,,,0.04936862747086851,,,
279,2024-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,-10.2,-5.125,689.3916666666668,77.39999999999999,0.0,0.0,94.28608481423689,2024.0,-10.2,2.6,0.0,0.0,,,0.09428608481423689,,,
280,2024-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,-6.6,-1.4333333333333331,694.2104166666667,64.97500000000001,0.0,0.0,192.6189276635204,2024.0,-6.6,6.6,0.7999999999999998,0.7999999999999998,,,0.1926189276635204,,,
281,2024-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,-1.4,2.7416666666666667,690.5500000000001,35.71666666666667,0.0857142857142857,0.0857142857142857,478.258462161346,2024.0,-1.4,9.0,2.0,2.8,,,0.47825846216134604,,,
282,2024-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,-0.2,3.4166666666666665,685.3479166666666,37.38333333333333,0.3428571428571429,0.2571428571428572,488.7037790559336,2024.0,-2.2,7.4,1.2000000000000002,4.0,,,0.4887037790559336,,,
283,2024-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,-10.2,-6.091666666666666,678.8708333333333,86.25833333333333,0.3428571428571429,0.0,53.25106105649141,2024.0,-11.8,-2.6,0.0,4.0,,,0.05325106105649141,,,
284,2024-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,-13.8,-9.733333333333333,684.2270833333333,85.23333333333333,0.3428571428571429,0.0,43.0908456895335,2024.0,-13.8,-3.4,0.0,4.0,,,0.0430908456895335,,,
285,2024-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,-11.4,-6.508333333333333,685.6,67.53333333333333,0.3428571428571429,0.0,121.85096331180378,2024.0,-11.4,0.2,0.0,4.0,,,0.12185096331180378,,,
286,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,-8.6,-3.85,688.7145833333334,51.31666666666666,0.3428571428571429,0.0,223.6592154510408,2024.0,-8.6,2.6,0.0,4.0,,,0.2236592154510408,,,
287,2024-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,-7.0,-3.083333333333333,690.9833333333332,63.75,0.3428571428571429,0.0,176.3884625935858,2024.0,-7.0,3.0,0.0,4.0,,,0.17638846259358582,,,
288,2024-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,-5.0,-0.575,692.6354166666666,45.89166666666667,0.3428571428571429,0.0,316.9167539885218,2024.0,-5.0,6.6,0.7999999999999998,4.8,,,0.3169167539885218,,,
289,2024-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,-0.6,3.341666666666667,693.4333333333334,30.066666666666663,0.5428571428571429,0.1999999999999999,542.9196714341056,2024.0,-0.6,9.8,2.4000000000000004,7.2,,,0.5429196714341056,,,
290,2024-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,0.2,4.916666666666667,693.2479166666667,40.86666666666667,0.8571428571428572,0.3142857142857143,512.8336485734228,2024.0,0.2,10.6,2.8,10.0,,,0.5128336485734228,,,
291,2024-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,0.6,5.433333333333334,692.5729166666666,28.20833333333333,1.2285714285714286,0.3714285714285714,645.4442184478619,2024.0,0.6,11.4,3.1999999999999997,13.2,,,0.6454442184478619,,,0.28139933726516236
292,2024-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,-4.6,1.9833333333333332,685.3375,36.03333333333333,1.2285714285714286,0.0,450.837204683029,2024.0,-6.2,3.8,0.0,13.2,,,0.45083720468302896,,,0.3100756642088881
293,2024-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,-6.2,-3.6666666666666665,686.6041666666666,93.175,1.2285714285714286,0.0,31.79008633119124,2024.0,-5.4,1.0,0.0,13.2,,,0.03179008633119124,,,0.305611664317242
294,2024-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,-2.2,1.6938775510204085,690.369387755102,60.88979591836735,1.2285714285714286,0.0,269.98989420296857,2024.0,-2.2,7.8,1.4000000000000004,14.6,,,0.2699898942029686,,,0.31113816192720256
295,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,-1.8,2.066666666666667,690.3375,62.63333333333333,1.2571428571428571,0.0285714285714285,264.9353397920354,2024.0,-1.8,5.4,0.2000000000000001,14.8,,,0.2649353397920354,,,0.29590079604368036
296,2024-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,-1.0,1.875,690.4625,67.29166666666667,1.4,0.1428571428571428,228.74698952604027,2024.0,-1.0,5.8,0.4000000000000003,15.2,,,0.22874698952604028,,,0.2773324539344023
297,2024-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,-1.8,0.3333333333333333,691.5166666666668,84.55,1.4285714285714284,0.0285714285714285,96.68259409049816,2024.0,-1.8,3.8,0.0,15.2,,,0.09668259409049816,,,0.2804347062939742
298,2024-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,-2.6,1.675,694.4791666666666,53.825,1.4285714285714284,0.0,318.3288901620617,2024.0,-2.6,8.6,1.7999999999999998,17.0,,,0.31832889016206173,,,0.3000945666134405
299,2024-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,1.8,4.912,692.318,38.592,1.971428571428571,0.5428571428571428,532.3871098059835,2024.0,1.8,9.8,2.4000000000000004,19.4,,,0.5323871098059836,,,0.3294185770773105
300,2024-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,0.6,5.05,691.6104166666668,53.54166666666666,2.3428571428571425,0.3714285714285714,406.6777640496081,2024.0,0.6,9.8,2.4000000000000004,21.8,,,0.4066777640496081,,,0.34249133054863673
301,2024-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,3.4,7.016666666666667,692.4520833333332,35.63333333333333,3.114285714285714,0.7714285714285715,645.601250513179,2024.0,3.4,12.2,3.6,25.4,,,0.6456012505131791,,,0.37600652968575055
302,2024-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,1.0,5.216666666666667,688.4125,37.6,3.5428571428571423,0.4285714285714285,552.609633700094,2024.0,-1.8,10.2,2.6,28.0,,,0.5526096337000941,,,0.3928417353794342
303,2024-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,-2.6,-0.325,683.2895833333333,80.79166666666667,3.5428571428571423,0.0,114.5783206312062,2024.0,-3.0,4.6,0.0,28.0,,,0.1145783206312062,,,0.3622459246077986
304,2024-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,-3.8,-2.0166666666666666,681.6062499999999,87.675,3.5428571428571423,0.0,64.9231349644243,2024.0,-3.8,0.2,0.0,28.0,,,0.06492313496442431,,,0.33025231649287007
305,2024-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,-4.6,-2.4666666666666663,685.9625,94.06666666666666,3.5428571428571423,0.0,30.22843818127929,2024.0,-4.6,0.6,0.0,28.0,,,0.03022843818127929,,,0.28630833218811425
306,2024-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,-4.6,-1.2666666666666666,689.4854166666668,88.43333333333334,3.5428571428571423,0.0,64.39575955350068,2024.0,-4.6,3.4,0.0,28.0,,,0.06439575955350069,,,0.2587053718217193
307,2024-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,-0.6,2.316666666666667,688.2645833333332,64.91666666666667,3.7428571428571424,0.1999999999999999,253.22938345162305,2024.0,-0.6,8.2,1.5999999999999996,29.6,,,0.25322938345162305,,,0.27452246447317874
308,2024-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,-1.8,2.3666666666666667,687.21875,54.36666666666667,3.771428571428571,0.0285714285714285,330.55599780785894,2024.0,-3.8,7.0,1.0,30.6,,,0.33055599780785894,,,0.2788486147306709
309,2024-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,-8.6,-2.433333333333333,687.8854166666666,68.38333333333334,3.771428571428571,0.0,161.4762646104232,2024.0,-8.6,4.6,0.0,30.6,,,0.1614762646104232,,,0.27145868078912716
310,2024-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,-1.0,2.433333333333333,687.9791666666666,34.44166666666667,3.9142857142857137,0.1428571428571428,477.1510466656304,2024.0,-3.0,7.8,1.4000000000000004,32.0,,,0.4771510466656304,,,0.28920182772766934
311,2024-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,-3.0,2.566666666666667,690.0333333333333,50.39166666666667,3.9142857142857137,0.0,364.509982378659,2024.0,-2.6,10.6,2.8,34.8,,,0.364509982378659,,,0.30833235546253795
312,2024-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,1.0,4.3500000000000005,686.3270833333332,51.675,4.342857142857143,0.4285714285714285,402.795847840453,2024.0,1.0,9.8,2.4000000000000004,37.2,,,0.402795847840453,,,0.31436570958242305
313,2024-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,-9.0,-3.1166666666666667,680.81875,81.53333333333333,4.342857142857143,0.0,89.63322909818294,2024.0,-9.0,2.2,0.0,37.2,,,0.08963322909818294,,,0.2827404323890087
314,2024-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,-7.4,-5.541666666666667,682.2666666666667,92.90833333333336,4.342857142857143,0.0,28.66193286239532,2024.0,-8.2,-2.6,0.0,37.2,,,0.028661932862395323,,,0.25573930158992214
315,2024-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,-13.0,-7.15,683.4791666666666,94.35,4.342857142857143,0.0,20.180829092201147,2024.0,-13.0,-3.0,0.0,37.2,,,0.020180829092201147,,,0.21106641434556653
316,2024-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,-8.2,-4.95,688.7645833333332,86.81666666666666,4.342857142857143,0.0,55.736295159952654,2024.0,-8.2,0.2,0.0,37.2,,,0.055736295159952653,,,0.1755754615926993
317,2024-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,-3.8,-1.0583333333333331,693.1916666666666,75.59166666666667,4.342857142857143,0.0,137.98659403437313,2024.0,-3.8,3.4,0.0,37.2,,,0.13798659403437313,,,0.17724748112149694
318,2024-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,-2.2,0.1416666666666666,691.3083333333334,73.14166666666667,4.342857142857143,0.0,165.74980634170146,2024.0,-2.2,3.4,0.0,37.2,,,0.16574980634170144,,,0.18444938621987386
319,2024-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,-2.6,0.031111111111111,688.6111111111111,92.2577777777778,4.342857142857143,0.0,47.396672292628,2024.0,-2.6,5.0,0.0,37.2,,,0.047396672292628,,,0.1856756886563988
320,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,-1.0,3.4250000000000003,691.9229166666668,71.25833333333334,4.485714285714286,0.1428571428571428,224.45209183981615,2024.0,-1.0,11.0,3.0,40.2,,,0.22445209183981615,,,0.19710828381970705
321,2024-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,-0.6,4.893877551020408,691.8632653061225,61.42040816326531,4.685714285714286,0.1999999999999999,334.0491509180297,2024.0,-0.6,8.2,1.5999999999999996,41.8,,,0.33404915091802967,,,0.2028811243530218
322,2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,-0.2,3.266666666666667,690.8291666666668,64.60833333333333,4.942857142857143,0.2571428571428572,273.3043362779803,2024.0,-0.2,9.4,2.2,44.0,,,0.27330433627798034,,,0.19879171995803047
323,2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,0.6,4.791666666666667,690.8104166666667,50.775,5.314285714285715,0.3714285714285714,423.1904405090769,2024.0,0.6,11.8,3.4000000000000004,47.4,,,0.4231904405090769,,,0.21748558966507714
324,2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,3.0,6.858333333333333,690.8020833333334,39.06666666666667,6.028571428571429,0.7142857142857143,604.552675852103,2024.0,3.0,11.8,3.4000000000000004,50.8,,,0.604552675852103,,,0.22658570603553946
325,2024-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,4.2,6.741666666666667,692.8541666666666,46.325,6.914285714285716,0.8857142857142858,528.2827157221437,2024.0,2.2,10.2,2.6,53.4,,,0.5282827157221437,,,0.23828375841721697
326,2024-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,2.2,6.533333333333334,692.0166666666668,50.375,7.514285714285715,0.6,481.4637623403318,2024.0,3.8,11.4,3.1999999999999997,56.6,,,0.48146376234033184,,,0.24390289516720828
327,2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,3.8,7.891666666666667,689.6062499999999,31.633333333333336,8.342857142857143,0.8285714285714285,728.022453298693,2024.0,2.2,13.0,4.0,60.6,,,0.728022453298693,,,0.28950212546724474
