,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
0,2023-06-27,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.4145362606611,,,,,,R1,,178.0,178.0,18.0,20.55,780.255,42.6,0.8473263136395873,0.8473263136395873,1388.5557963533206,2023.0,0.0,21.0,8.0,8.0,,,1.3885557963533206,,,
1,2023-06-28,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.3998538706945,,,,,,R1,,179.0,179.0,4.0,11.729166666666666,713.2645833333332,28.541666666666668,1.68183798674336,0.8345116731037726,984.4897537459154,2023.0,4.0,18.0,6.5,14.5,,,0.9844897537459154,,,
2,2023-06-29,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.6881627447931,,,,,,R1,,180.0,180.0,5.0,11.541666666666666,713.8874999999999,30.979166666666668,2.6695912129216226,0.9877532261782628,939.1896762295596,2023.0,5.0,18.0,6.5,21.0,0.960221988807204,,0.9391896762295596,,,
3,2023-06-30,221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5064926678077,,,,,,R1,,181.0,181.0,2.0,8.395833333333334,715.1166666666667,51.66666666666666,3.241019784350194,0.5714285714285714,532.6504158114676,2023.0,2.0,14.0,4.5,25.5,0.9655700815955617,,0.5326504158114677,,,
4,2023-07-01,0.0,2023-07-01,7688.391304347826,0.0080648546612629,124.00036860431524,1834.7560364421256,0.1189524584040924,1783.4653277449286,0.1209663722826086,5.3239134567220215e-06,716.8282608695652,0.0730227272727272,0.0729090909090909,0.1291590909090909,0.2107272727272727,0.0958972091158779,0.0,0.0,13.34772727272727,13.275,13.147727272727272,11.338636363636365,,716.8282608695652,66.76739130434783,8.428260869565218,2023-07-01,0.1209663722826086,666.7891381793526,2387.812418935501,2322.186341410514,3773.8155642882807,0.1095106796789986,0.2085106796789986,R1,5858.610684397488,182.0,182.0,1.0,8.0,717.7145833333334,66.33333333333333,3.669591212921623,0.4285714285714285,361.1655047133125,2023.0,1.0,18.0,6.5,32.0,0.9647934596312516,,0.3611655047133125,,,
5,2023-07-02,1.0,2023-07-02,7669.375,0.008074651463448,123.84792337668988,1828.617580272148,0.1215182868142213,1776.3825291933224,0.1238034566243489,5.444362188840355e-06,716.9583333333334,0.0753260869565217,0.0738478260869565,0.1282608695652174,0.2080217391304347,0.0966731472502303,0.0008883732708528,0.0004325818766704,17.280434782608694,15.802173913043475,14.030434782608696,11.221739130434784,0.0,716.9583333333334,57.0,11.16875,2023-07-02,0.1238034566243489,672.4041870243243,2379.8236282817925,2312.964083035411,3765.0646733028098,0.1103967692040765,0.2093967692040765,R1,5842.74816449385,183.0,183.0,4.0,10.666666666666666,717.9583333333334,56.333333333333336,4.52673407006448,0.8571428571428571,560.6405517029245,2023.0,4.0,19.0,7.0,39.0,0.9685138144802453,,0.5606405517029246,,,
6,2023-07-03,2.0,2023-07-03,7746.0,0.0080347732697258,124.46424832438645,1848.294013220324,0.1131356810142831,1799.2222003788872,0.1146697998046875,5.054338788500483e-06,716.5020833333333,0.0744782608695652,0.0739782608695652,0.126891304347826,0.2048260869565217,0.0958440584459566,6.085231849762065e-05,2.963124960994547e-05,17.817391304347826,16.62608695652174,14.943478260869565,11.402173913043478,0.0,716.5020833333333,50.927083333333336,12.389583333333334,2023-07-03,0.1146697998046875,671.5190138659408,2405.431191369643,2342.70280104934,3801.392425057084,0.1094499837938718,0.2084499837938719,R1,5910.059158802953,184.0,184.0,4.0,11.9375,717.5458333333332,50.41666666666666,5.383876927207337,0.8571428571428571,692.5770514091537,2023.0,4.0,20.0,7.5,46.5,0.96948417080974,,0.6925770514091537,,,
7,2023-07-04,3.0,2023-07-04,7752.6875,0.0080312413728384,124.51830835587094,1831.791109030902,0.1202497998453025,1781.2825846163998,0.1218770345052083,5.250056206531857e-06,715.2291666666666,0.0734565217391304,0.0941739130434782,0.1253043478260869,0.2011086956521739,0.1012680719903633,0.0061491126777671,0.0029942309041474,17.445652173913043,16.81304347826087,15.369565217391305,11.66304347826087,0.0,715.2291666666666,49.0,12.708333333333334,2023-07-04,0.1218770345052083,668.9603427837521,2383.953763968222,2319.344269741935,3794.3535881944554,0.1156439848009118,0.2146439848009118,R1,5903.32152639376,185.0,185.0,5.0,12.229166666666666,716.275,48.583333333333336,6.383876927207337,1.0,732.1215994434655,2023.0,5.0,19.0,7.0,53.5,0.9705310378601151,,0.7321215994434654,,,
8,2023-07-05,4.0,2023-07-05,7804.770833333333,0.0080045468236584,124.93510140009334,1840.6026052169143,0.1164312752309754,1789.5758472958378,0.1185302734375,5.282008719282687e-06,714.9145833333333,0.0725217391304347,0.0941086956521739,0.1229999999999999,0.1974782608695652,0.1001021916449872,0.0048142937147716,0.0023442580706858,16.639130434782608,15.732608695652177,14.7,11.839130434782607,0.1478,714.9145833333333,50.97291666666666,12.716666666666669,2023-07-05,0.1185302734375,675.9014207610778,2395.4213376425746,2330.1426301139145,3806.841696025839,0.1143125972639477,0.2133125972639477,R1,5918.118145779813,186.0,186.0,4.0,12.25,715.9854166666668,50.520833333333336,7.241019784350193,0.8571428571428571,705.5001992005498,2023.0,4.0,19.0,7.0,60.5,0.9722172625296137,,0.7055001992005497,,,
9,2023-07-06,5.0,2023-07-06,7976.916666666667,0.0079180355378981,126.3036280441505,1860.5759396295728,0.108154569467259,1815.660997664616,0.1084162394205729,4.585890146568834e-06,714.6666666666666,0.0723043478260869,0.0937391304347826,0.121695652173913,0.1928043478260869,0.0992572915383935,0.003846965730737,0.0018732302173964,17.795652173913044,16.680434782608696,15.204347826086956,11.910869565217393,0.0,714.6666666666666,45.85625,12.510416666666666,2023-07-06,0.1084162394205729,676.1792186482284,2421.4152981533034,2364.107170359061,3843.91332017938,0.1133477559949789,0.2123477559949789,R1,5996.216780784622,187.0,187.0,3.0,12.0625,715.7979166666668,45.35416666666666,7.955305498635908,0.7142857142857143,769.6071163917504,2023.0,3.0,20.0,7.5,68.0,0.974464224803317,,0.7696071163917504,,,
10,2023-07-07,6.0,2023-07-07,8132.208333333333,0.0078419377865652,127.5278597307253,1865.4988457473,0.1064231418039805,1825.6512564520744,0.105010986328125,4.048240236938764e-06,713.1270833333333,0.0712391304347826,0.093195652173913,0.1196304347826087,0.1878478260869565,0.0978418529083774,0.002226426940633,0.0010841298087727,18.506521739130434,17.391304347826086,15.791304347826086,12.097826086956522,0.0,713.1270833333333,40.56875,12.754166666666668,2023-07-07,0.105010986328125,670.6578900220657,2427.822131613275,2377.115128597715,3846.93427930105,0.1117313831323477,0.2107313831323477,R1,6015.92175205367,188.0,188.0,4.0,12.270833333333334,714.28125,40.020833333333336,8.812448355778765,0.8571428571428571,856.3879631635192,2023.0,4.0,20.0,7.5,75.5,0.975282713427855,,0.8563879631635192,,,
11,2023-07-08,7.0,2023-07-08,8171.895833333333,0.0078226603262371,127.83980747940748,1870.4785614081009,0.1041306755290693,1831.177147174909,0.1027107238769531,3.979497890008026e-06,712.6125000000001,0.0699148936170212,0.0921063829787234,0.117531914893617,0.182531914893617,0.0961185080644981,0.0002533656513557,0.0001233731276517,18.98936170212766,17.663829787234043,16.01276595744681,12.334042553191493,0.0,712.6125000000001,38.07083333333333,13.272916666666667,2023-07-08,0.1027107238769531,679.4601024820482,2434.3028988986557,2384.3101930383104,3848.423034132673,0.1097633940019604,0.2087633940019604,R1,6017.437243604745,189.0,189.0,4.0,12.833333333333334,713.75,37.520833333333336,9.662723041015267,0.8502746852365021,925.6411751170588,2023.0,4.0,20.0,7.5,83.0,0.9769985658302068,,0.9256411751170588,,,
12,2023-07-09,8.0,2023-07-09,8152.4375,0.0078321028058779,127.6869025738535,1892.1526865559,0.0957596646996519,1857.5314259308475,0.093518575032552,3.4554160337671675e-06,714.6104166666668,0.0678333333333333,0.0909583333333333,0.1152916666666666,0.1763958333333333,0.0939932685419326,0.00217982573649,0.0010614379550163,19.08333333333333,17.8625,16.289583333333333,12.545833333333334,0.0,714.6104166666668,32.266666666666666,12.941666666666668,2023-07-09,0.093518575032552,677.982693707962,2462.510324937615,2418.625155719502,3881.983072019717,0.1073364576318353,0.2063364576318353,R1,6083.749418808891,190.0,190.0,4.0,12.458333333333334,715.8145833333333,31.729166666666668,10.496597647080248,0.8338746060649784,986.8681373574138,2023.0,4.0,22.0,8.5,91.5,0.9778681285662025,,0.9868681373574139,,,
13,2023-07-10,9.0,2023-07-10,8014.395833333333,0.0078997070416846,126.5988970368947,1881.929346668794,0.0996193205386909,1837.0680816973045,0.100677490234375,4.535313812408633e-06,716.0583333333334,0.0656666666666666,0.0897083333333333,0.1133333333333333,0.1704166666666666,0.0918775823301021,0.004602079517935,0.0022409231116819,19.275,18.32708333333333,16.741666666666667,12.7625,0.0,716.0583333333334,37.9875,13.98125,2023-07-10,0.100677490234375,676.1158664466066,2449.205330998057,2391.9805679389247,3849.995538551417,0.1049204307507497,0.2039204307507498,R1,5995.82248799063,191.0,191.0,7.0,13.520833333333334,717.2312499999999,37.520833333333336,11.475298343319398,0.978700696239152,968.1577720347136,2023.0,7.0,21.0,9.0,100.5,0.9804997440615815,0.9708949700670886,0.9681577720347136,,,0.8145394794767232
