datetime_UTC,BaroPress,airT,airRH,N1_cts,N2_cts,N3_cts,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,sT_5,sT_10,sT_20,sT_50,N1_SWC,N1_z,SWE
2023-07-01 00:00,784.7,15,58,5366,2792,5349,NaN,0.034,0.056,0.106,0.114,14.2,13.2,11.3,10.1,NaN,NaN,NaN
2023-07-01 00:30,784.5,16,59,5394,2898,5303,NaN,0.034,0.056,0.106,0.114,13.8,13.2,11.3,10.1,NaN,NaN,NaN
2023-07-01 01:00,784.4,14.9,60.8,5309,2908,5481,NaN,0.035,0.058,0.106,0.115,14,13.2,11.6,10.3,NaN,NaN,NaN
2023-07-01 01:30,784.7,13.4,65.1,5330,2838,5405,NaN,0.035,0.058,0.106,0.115,13.7,13.2,11.6,10.3,NaN,NaN,NaN
2023-07-01 02:00,785.3,12.6,70.5,5270,2837,5370,NaN,0.035,0.058,0.106,0.115,13.4,13.1,11.7,10.2,NaN,NaN,NaN
2023-07-01 02:30,785.6,12.6,74.4,5240,2863,5312,NaN,0.035,0.058,0.106,0.115,13,13,11.7,10.2,NaN,NaN,NaN
2023-07-01 03:00,785.8,11.7,77.9,5163,2796,5282,NaN,0.035,0.058,0.106,0.115,12.8,12.9,11.7,10.2,NaN,NaN,NaN
2023-07-01 03:30,786.2,10.5,79.9,5316,2896,5303,NaN,0.035,0.058,0.106,0.115,12.6,12.8,11.7,10.2,NaN,NaN,NaN
2023-07-01 04:00,786.6,9.2,85.4,5200,2836,5410,NaN,0.035,0.058,0.106,0.115,12.3,12.6,11.7,10.2,NaN,NaN,NaN
2023-07-01 04:30,786.9,8.4,86.8,5153,2866,5214,NaN,0.035,0.057,0.106,0.115,12,12.5,11.8,10.3,NaN,NaN,NaN
2023-07-01 05:00,787,7.5,88.1,5258,2851,5171,NaN,0.035,0.057,0.106,0.115,11.7,12.3,11.8,10.3,NaN,NaN,NaN
2023-07-01 05:30,787.2,7.1,89.8,5221,2755,5133,NaN,0.034,0.057,0.106,0.115,11.4,12.2,11.8,10.2,NaN,NaN,NaN
2023-07-01 06:00,787.3,6,92,5152,2852,5309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-01 06:30,787.4,6.1,93.9,5279,2832,5162,NaN,0.034,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-01 07:00,787.3,5.7,94.8,5249,2808,5301,NaN,0.034,0.057,0.106,0.115,10.6,11.7,11.7,10.3,NaN,NaN,NaN
2023-07-01 07:30,787.1,5,95.4,5093,2812,5272,NaN,0.034,0.057,0.106,0.115,10.4,11.5,11.6,10.3,NaN,NaN,NaN
2023-07-01 08:00,787.1,5.1,94.9,5230,2959,5161,NaN,0.034,0.056,0.106,0.115,10.2,11.4,11.6,10.3,NaN,NaN,NaN
2023-07-01 08:30,787.2,4.6,96,5121,2714,5240,NaN,0.034,0.056,0.106,0.115,10,11.2,11.6,10.3,NaN,NaN,NaN
2023-07-01 09:00,787,4.1,97.3,5147,2875,5236,NaN,0.034,0.056,0.106,0.115,9.8,11,11.5,10.3,NaN,NaN,NaN
2023-07-01 09:30,787.2,4,96.1,5096,2805,5173,NaN,0.034,0.056,0.106,0.115,9.6,10.9,11.5,10.3,NaN,NaN,NaN
2023-07-01 10:00,787.1,4,96.8,5122,2835,5142,NaN,0.034,0.056,0.106,0.115,9.4,10.7,11.4,10.3,NaN,NaN,NaN
2023-07-01 10:30,787.4,3.6,96.8,5151,2687,5202,NaN,0.034,0.056,0.106,0.116,9.2,10.6,11.4,10.3,NaN,NaN,NaN
2023-07-01 11:00,787.5,2.9,98.2,5200,2780,5104,NaN,0.034,0.056,0.106,0.115,9,10.5,11.3,10.3,NaN,NaN,NaN
2023-07-01 11:30,787.7,2.9,98,5049,2818,5113,NaN,0.034,0.056,0.106,0.115,8.8,10.3,11.3,10.3,NaN,NaN,NaN
2023-07-01 12:00,787.8,2.9,97.9,5136,2736,5223,NaN,0.034,0.056,0.106,0.115,8.7,10.2,11.2,10.3,NaN,NaN,NaN
2023-07-01 12:30,788.2,2.9,98.3,5230,2770,5176,NaN,0.033,0.056,0.106,0.115,8.5,10.1,11.1,10.3,NaN,NaN,NaN
2023-07-01 13:00,788.3,2.8,97.4,5115,2788,5216,NaN,0.033,0.056,0.106,0.116,8.4,9.9,11.1,10.3,NaN,NaN,NaN
2023-07-01 13:30,788.2,3.8,97,5149,2844,5309,NaN,0.033,0.056,0.106,0.116,8.3,9.8,11,10.3,NaN,NaN,NaN
2023-07-01 14:00,788.2,6.3,92.7,5175,2773,5102,NaN,0.033,0.056,0.106,0.116,8.3,9.7,10.9,10.3,NaN,NaN,NaN
2023-07-01 14:30,788.3,8.6,81.2,5181,2802,5189,NaN,0.033,0.056,0.106,0.116,8.4,9.7,10.9,10.3,NaN,NaN,NaN
2023-07-01 15:00,788.3,11,67.9,5274,2689,5169,NaN,0.034,0.056,0.106,0.115,9,9.7,10.8,10.3,NaN,NaN,NaN
2023-07-01 15:30,788.1,13.1,58.6,5167,2713,5267,NaN,0.034,0.056,0.106,0.115,9.3,9.7,10.8,10.3,NaN,NaN,NaN
2023-07-01 16:00,787.9,15.2,54.7,5213,2744,5236,NaN,0.034,0.056,0.106,0.115,9.6,9.8,10.7,10.3,NaN,NaN,NaN
2023-07-01 16:30,787.7,16.9,50.1,5169,2781,5294,NaN,0.034,0.056,0.105,0.115,9.8,9.9,10.7,10.3,NaN,NaN,NaN
2023-07-01 17:00,787.5,18.9,41.1,5176,2858,5193,NaN,0.034,0.056,0.105,0.115,10.2,10.1,10.6,10.3,NaN,NaN,NaN
2023-07-01 17:30,787.6,20.4,29.9,5134,2812,5328,NaN,0.034,0.056,0.105,0.115,10.7,10.3,10.6,10.3,NaN,NaN,NaN
2023-07-01 18:00,787.4,21,30,5187,2770,5225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
