datetime_UTC,BaroPress,airT,airRH,N1_cts,N2_cts,N3_cts,Ppt,SWC_5,SWC_10,SWC_20,SWC_50,sT_5,sT_10,sT_20,sT_50,N1_SWC,N1_z,SWE
2023-07-01 00:00,762.8,15,47.5,5915,3046,NaN,NaN,0.055,0.052,0.057,0.056,15.5,12.7,10.1,8.9,NaN,NaN,NaN
2023-07-01 00:30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.054,0.05,0.056,0.056,15.1,12.6,10.1,8.8,NaN,NaN,NaN
2023-07-01 01:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.054,0.05,0.056,0.056,14.8,12.6,10.1,8.8,NaN,NaN,NaN
2023-07-01 01:30,762.7,10.6,65.9,5793,2988,NaN,NaN,0.054,0.052,0.057,0.056,14.4,12.8,10.3,8.9,NaN,NaN,NaN
2023-07-01 02:00,762.8,9.7,68.6,5931,3076,NaN,NaN,0.054,0.052,0.056,0.056,13.7,12.7,10.4,8.9,NaN,NaN,NaN
2023-07-01 02:30,763.2,8.8,71.5,5909,2969,NaN,NaN,0.054,0.052,0.057,0.056,12.9,12.5,10.4,8.9,NaN,NaN,NaN
2023-07-01 03:00,763.6,8.2,75.4,5878,2855,NaN,NaN,0.054,0.052,0.057,0.056,12.3,12.4,10.5,8.9,NaN,NaN,NaN
2023-07-01 03:30,763.9,8.4,75.5,5824,2978,NaN,NaN,0.054,0.052,0.056,0.056,11.8,12.2,10.5,8.9,NaN,NaN,NaN
2023-07-01 04:00,764.3,6.7,83.5,5903,2978,NaN,NaN,0.054,0.052,0.056,0.056,11.4,12,10.5,8.9,NaN,NaN,NaN
2023-07-01 04:30,764.4,6.3,85,5784,2989,NaN,NaN,0.053,0.052,0.057,0.056,10.9,11.8,10.5,8.9,NaN,NaN,NaN
2023-07-01 05:00,764.6,6.1,83.9,6030,2962,NaN,NaN,0.053,0.052,0.057,0.056,10.4,11.6,10.5,8.9,NaN,NaN,NaN
2023-07-01 05:30,764.7,6.1,83.7,5921,2897,NaN,NaN,0.053,0.052,0.057,0.056,9.9,11.3,10.4,8.9,NaN,NaN,NaN
2023-07-01 06:00,764.6,5.3,86.6,6006,2930,NaN,NaN,0.053,0.052,0.057,0.056,9.5,11.1,10.4,8.9,NaN,NaN,NaN
2023-07-01 06:30,764.5,4.2,92.2,5937,2945,NaN,NaN,0.052,0.052,0.056,0.056,9,10.8,10.4,9,NaN,NaN,NaN
2023-07-01 07:00,764.4,3.8,94,5866,2934,NaN,NaN,0.052,0.052,0.057,0.056,8.7,10.6,10.3,9,NaN,NaN,NaN
2023-07-01 07:30,764.3,3.3,95.9,5903,2990,NaN,NaN,0.052,0.052,0.056,0.056,8.3,10.4,10.3,9,NaN,NaN,NaN
2023-07-01 08:00,764.2,3.1,96.4,6009,3041,NaN,NaN,0.052,0.051,0.057,0.056,8,10.2,10.2,8.9,NaN,NaN,NaN
2023-07-01 08:30,764,3,97.1,5776,2964,NaN,NaN,0.052,0.051,0.057,0.056,7.7,9.9,10.1,9,NaN,NaN,NaN
2023-07-01 09:00,764.1,3.1,96.5,5840,3002,NaN,NaN,0.052,0.051,0.056,0.056,7.4,9.8,10.1,9,NaN,NaN,NaN
2023-07-01 09:30,764.1,2.9,98.9,5882,2975,NaN,NaN,0.052,0.051,0.057,0.056,7.1,9.5,10,9,NaN,NaN,NaN
2023-07-01 10:00,764.2,2.1,97.3,5779,2870,NaN,NaN,0.052,0.051,0.057,0.056,6.9,9.4,9.9,9,NaN,NaN,NaN
2023-07-01 10:30,764.3,2.7,98.8,5875,3030,NaN,NaN,0.052,0.051,0.057,0.056,6.6,9.2,9.9,9,NaN,NaN,NaN
2023-07-01 11:00,764.4,1.6,99.2,5789,2964,NaN,NaN,0.052,0.051,0.057,0.056,6.4,9,9.8,9,NaN,NaN,NaN
2023-07-01 11:30,764.5,3.5,96.6,5901,2912,NaN,NaN,0.052,0.051,0.057,0.056,6.1,8.8,9.7,9,NaN,NaN,NaN
2023-07-01 12:00,764.6,3.3,99.3,5920,2945,NaN,NaN,0.052,0.051,0.057,0.056,5.9,8.7,9.6,9,NaN,NaN,NaN
2023-07-01 12:30,764.8,3.2,98.2,5807,2863,NaN,NaN,0.052,0.051,0.057,0.056,5.8,8.5,9.6,9,NaN,NaN,NaN
2023-07-01 13:00,764.9,3.3,99.4,5854,3007,NaN,NaN,0.052,0.051,0.057,0.056,5.6,8.4,9.5,9,NaN,NaN,NaN
2023-07-01 13:30,765,2.7,98.8,5942,3014,NaN,NaN,0.052,0.051,0.056,0.056,5.5,8.2,9.4,9,NaN,NaN,NaN
2023-07-01 14:00,764.9,5,99.4,6022,2905,NaN,NaN,0.052,0.051,0.056,0.056,5.5,8.1,9.4,9,NaN,NaN,NaN
2023-07-01 14:30,765.1,8.5,83.6,5826,2905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-07-01 15:00,765.1,12,61,5587,2839,NaN,NaN,0.05,0.05,0.056,0.056,5.7,7.9,9.1,8.8,NaN,NaN,NaN
2023-07-01 15:30,765.2,14.1,59.7,5829,2982,NaN,NaN,0.052,0.051,0.056,0.056,6.5,7.9,9.2,9,NaN,NaN,NaN
2023-07-01 16:00,765.1,15.9,49.9,5868,2989,NaN,NaN,0.052,0.051,0.056,0.056,7,7.8,9.1,8.9,NaN,NaN,NaN
2023-07-01 16:30,765,17.7,49.4,5741,3007,NaN,NaN,0.052,0.051,0.056,0.056,7.5,7.9,9,8.9,NaN,NaN,NaN
2023-07-01 17:00,764.9,18.9,43,5962,2971,NaN,NaN,0.052,0.051,0.056,0.056,8.3,8.1,9,8.9,NaN,NaN,NaN
2023-07-01 17:30,765.1,20.3,36.3,5926,2962,NaN,NaN,0.053,0.051,0.055,0.056,9.5,8.2,9,8.9,NaN,NaN,NaN
2023-07-01 18:00,764.9,21,36.2,5957,2988,NaN,NaN,0.053,0.051,0.055,0.056,10.9,8.5,8.9,8.9,NaN,NaN,NaN
2023-07-01 18:30,764.9,22,31.9,5894,2885,NaN,NaN,0.054,0.051,0.055,0.056,12.5,8.8,8.9,8.9,NaN,NaN,NaN
2023-07-01 19:00,764.7,22.2,30.5,5943,2967,NaN,NaN,0.054,0.051,0.055,0.056,14.2,9.3,8.9,8.9,NaN,NaN,NaN
