date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2023-07-01,2023-07-01,5883.673913043478,0.0092046345697214,108.6449022657318,2047.744389848598,0.1409184415200832,1984.5078275892508,0.1237843831380208,0.053127659574468,0.0512340425531914,0.056127659574468,0.056,0.0533492356880641,0.0,0.0,11.434042553191489,10.580851063829789,9.763829787234044,8.91063829787234,0.6522,764.2760869565217,68.25217391304348,11.26304347826087,2023-07-01,0.1237843831380208,1008.5435132365437
2023-07-02,2023-07-02,5932.729166666667,0.0091596133210807,109.18290724856064,2054.47775363178,0.1383236102829058,1989.824716357602,0.1221462151943109,0.0519166666666666,0.0503125,0.0546666666666666,0.0557916666666666,0.052242566441352,0.0012726604035176,0.0006284486304093,12.897916666666667,11.735416666666666,10.297916666666667,8.94375,0.0,763.9520833333332,58.08125,14.004166666666668,2023-07-02,0.1221462151943109,1016.2838171559749
2023-07-03,2023-07-03,6007.541666666667,0.0091259447320479,109.58321499441548,2070.3045104046228,0.1325632949185532,2010.2621897327176,0.1157583841463414,0.050531914893617,0.0487872340425531,0.0532127659574468,0.0546170212765957,0.0508109725823059,0.0029189814011778,0.0014414134820962,14.046808510638298,12.53404255319149,10.76808510638298,9.12127659574468,0.0,763.2770833333334,46.18958333333333,16.045833333333334,2023-07-03,0.1157583841463414,1020.4404119278291
2023-07-04,2023-07-04,6042.270833333333,0.0090652155973427,110.32047755313324,2071.69029556779,0.1321670281392827,2003.5928989585077,0.1179107666015625,0.0492127659574468,0.0473404255319148,0.0515744680851063,0.0539148936170212,0.0494213572982406,0.0045170273877335,0.0022305397948236,14.408510638297871,13.06808510638298,11.22340425531915,9.336170212765955,0.0,761.8270833333332,49.177083333333336,15.739583333333334,2023-07-04,0.1179107666015625,1018.5196727698898
2023-07-05,2023-07-05,6084.416666666667,0.0090705690254071,110.25634224017551,2081.9817123664075,0.128630658548462,2013.226741800988,0.1150459289550781,0.048,0.0458723404255319,0.0502978723404255,0.0529787234042553,0.0481300529630365,0.0060020166030635,0.0029638378812316,13.970212765957449,12.651063829787237,11.144680851063828,9.519148936170213,0.0,761.6604166666666,55.88541666666666,15.2625,2023-07-05,0.1150459289550781,1027.6817149554367
2023-07-06,2023-07-06,6227.8125,0.0089160493485195,112.16848708096462,2110.7303124856544,0.1183560360208029,2055.001061334802,0.1028731908553685,0.0464347826086956,0.0440217391304347,0.0487391304347826,0.0523478260869565,0.0465342437824036,0.0078371838509068,0.0038700563353387,13.991304347826087,12.963043478260868,11.384782608695652,9.63695652173913,0.0,761.4520833333332,51.69166666666666,15.020833333333334,2023-07-06,0.1028731908553685,1030.6136399190423
2023-07-07,2023-07-07,6323.702127659574,0.0088907415389573,112.4841043771626,2102.3803036638387,0.1212901895761656,2043.568776448712,0.1061224686472039,0.0449090909090909,0.0426818181818181,0.04725,0.0509090909090909,0.0450821701930751,0.0095070563675801,0.0046946510922439,13.02727272727273,12.43409090909091,11.231818181818182,9.713636363636365,0.0,759.8787234042554,49.47659574468085,14.168085106382978,2023-07-07,0.1061224686472039,1026.8033366758712
2023-07-08,2023-07-08,6387.9375,0.0088323281578768,113.23171397252408,2120.8858135305945,0.115333392779892,2071.53106573854,0.0987548828125,0.0437727272727272,0.0416363636363636,0.0460454545454545,0.050090909090909,0.0439810184225184,0.0107733717195376,0.005319966491705,14.125,12.836363636363636,11.288636363636364,9.727272727272728,0.0,759.2354166666668,44.7,14.972916666666668,2023-07-08,0.0987548828125,1034.3512221821607
2023-07-09,2023-07-09,6354.0625,0.008881993413467,112.59108484927488,2138.418791486947,0.1093797654168634,2088.488075481825,0.0939963736185213,0.0425833333333333,0.040375,0.0448125,0.0491666666666666,0.0427760441427263,0.0121590820911817,0.0060042399890156,13.020833333333334,12.295833333333334,11.152083333333332,9.779166666666669,0.0,761.3895833333332,40.3625,14.464583333333332,2023-07-09,0.0939963736185213,1039.404045047519
2023-07-10,2023-07-10,6300.5625,0.0089359951885532,111.91436328006236,2136.526276584388,0.1100314490949366,2067.7558045248784,0.0994285025247713,0.0416874999999999,0.0393541666666666,0.0437083333333333,0.048,0.0417772364018031,0.0133077026626636,0.0065714368806707,13.475,12.604166666666666,11.25625,9.772916666666667,0.0,762.7166666666667,46.37708333333333,15.641666666666666,2023-07-10,0.0994285025247713,1043.4773284122734
2023-07-11,2023-07-11,6232.125,0.008962470956022,111.58283368032797,2139.13793942169,0.1093010853766337,2072.979417257297,0.0980758666992187,0.041375,0.0387291666666666,0.0428333333333333,0.0471041666666666,0.0412043443207626,0.0139665237776401,0.0068967673665154,13.54375,12.31875,11.13125,9.783333333333331,0.0,763.61875,49.14791666666667,16.120833333333334,2023-07-11,0.0980758666992187,1038.8983949331687
2023-07-12,2023-07-12,6230.020833333333,0.008939966328153,111.86371901311152,2154.771989880269,0.1044554437816246,2075.27007152012,0.097412109375,0.0408958333333333,0.0382916666666666,0.0424583333333333,0.0464583333333333,0.0407504191610068,0.0144885339253856,0.0071545396375027,14.616666666666667,13.175,11.570833333333333,9.88125,0.0,763.4791666666666,52.98333333333333,16.7625,2023-07-12,0.097412109375,1047.0678984422868
2023-07-13,2023-07-13,6357.145833333333,0.008861449838086,112.8539547578273,2153.9033896925253,0.1047799520061479,2081.492213737911,0.0958619729066506,0.0404166666666666,0.0376458333333333,0.0417708333333333,0.0450208333333333,0.0401104057155806,0.0152245440495783,0.0075179865973027,14.483333333333334,13.129166666666668,11.685416666666669,10.025,0.0,762.8395833333334,50.92291666666667,16.681250000000002,2023-07-13,0.0958619729066506,1041.0591593158304
2023-07-14,2023-07-14,6415.3125,0.0088301355038693,113.25355948352303,2142.2110987797105,0.108308983651977,2081.856572796347,0.0957858436986019,0.0399148936170212,0.037127659574468,0.041,0.0445106382978723,0.0395446037480225,0.0158752115931853,0.0078392907924371,14.680851063829786,13.22340425531915,11.740425531914893,10.117021276595745,0.0,763.1708333333332,49.58958333333334,16.368750000000002,2023-07-14,0.0957858436986019,1029.9259771688453
2023-07-15,2023-07-15,6292.270833333333,0.0089395644110196,111.86938001608844,2164.583103205804,0.1019507537841659,2109.1528821561965,0.089313403980152,0.0386458333333333,0.0359583333333333,0.0400416666666666,0.0437708333333333,0.038409171767864,0.01718094890027,0.0084840730297437,13.89375,12.908333333333331,11.679166666666667,10.191666666666666,0.0,764.9875000000001,42.083333333333336,15.202083333333334,2023-07-15,0.089313403980152,1050.0092066780762
2023-07-16,2023-07-16,6244.6875,0.0089751243552227,111.42957387017626,2179.2592631394004,0.0975399859862311,2124.0358295840533,0.0857151576450892,0.0380625,0.0351041666666666,0.0396041666666666,0.0424374999999999,0.0377213279542174,0.0179719635489858,0.0088746816094128,13.872916666666669,12.795833333333334,11.56875,10.183333333333334,0.0,766.4916666666667,43.84375,15.777083333333332,2023-07-16,0.0857151576450892,1047.8676363146471
2023-07-17,2023-07-17,6178.75,0.008975729189969,111.41944670663742,2198.255787837626,0.0921347243330013,2132.0811124404117,0.0836998192039696,0.0373829787234042,0.0344255319148936,0.0389787234042553,0.0416382978723404,0.0370460588625834,0.0187485173722669,0.0092581493320914,14.548936170212764,13.117021276595745,11.670212765957446,10.182978723404254,0.0,766.1479166666667,43.03125,17.772916666666667,2023-07-17,0.0836998192039696,1056.5709575006256
2023-07-18,2023-07-18,6282.395833333333,0.0089377198098077,111.88933549940184,2208.0134529520133,0.0894278970549735,2133.0422828400638,0.0833221435546875,0.036875,0.034125,0.0387083333333333,0.0408958333333333,0.0366414229697963,0.0192138452740968,0.0094879315126228,14.972916666666668,13.579166666666666,12.025,10.297916666666667,0.0,764.8645833333334,43.53958333333333,17.84375,2023-07-18,0.0833221435546875,1053.9715328984955
2023-07-19,2023-07-19,6137.520833333333,0.0090383261799935,110.64562640964034,2173.988898335744,0.0990306855712662,2081.6129144704178,0.0958818708147321,0.0365416666666666,0.0335833333333333,0.038,0.04,0.0361232845461829,0.0198097001397063,0.0097821688230475,15.383333333333333,13.666666666666666,12.110416666666666,10.410416666666666,0.0,766.5124999999999,57.08958333333334,17.73333333333333,2023-07-19,0.0958818708147321,1049.7293155918564
2023-07-20,2023-07-20,6125.085106382979,0.009021963329705,110.84592569977694,2167.446414823353,0.1007395627633178,2068.728359739357,0.0991348266601562,0.0360212765957446,0.0323617021276595,0.0379574468085106,0.0392978723404255,0.03546762905237,0.0205636984890809,0.0101544984945652,14.474468085106382,13.236170212765956,12.038297872340424,10.504255319148935,3.3286998,766.772340425532,69.2531914893617,15.761702127659571,2023-07-20,0.0991348266601562,1051.244201671633
2023-07-21,2023-07-21,6152.645833333333,0.0089686635595963,111.5140717307042,2189.925241415536,0.0946257237873854,2109.591994540933,0.089297207919034,0.0360416666666666,0.0316458333333333,0.0378125,0.038125,0.0351370347689185,0.0209438791577205,0.0103422343743445,14.502083333333331,12.989583333333334,11.89375,10.5125,0.0053,767.025,66.46041666666666,15.916666666666666,2023-07-21,0.089297207919034,1060.5244545545136
2023-07-22,2023-07-22,6310.208333333333,0.0088985487704527,112.3855141369406,2186.0800603530474,0.0955652503450835,2123.3498903320287,0.0858180833899456,0.0353125,0.0314166666666666,0.0375625,0.0378333333333333,0.0347014810337885,0.0214447623203737,0.0105895739919631,14.5375,13.2,12.0375,10.583333333333334,0.0,766.5395833333333,49.75625,16.241666666666667,2023-07-22,0.0858180833899456,1051.4659067046784
2023-07-23,2023-07-23,6360.895833333333,0.0088870906304551,112.53110793213038,2206.081925523806,0.0901860237365276,2140.75280463501,0.0818115234375,0.0349166666666666,0.03075,0.037,0.037,0.0341537434230786,0.0220746560042715,0.0109006199095189,14.954166666666666,13.33125,12.079166666666666,10.63125,0.0,766.4145833333333,40.68958333333333,17.933333333333334,2023-07-23,0.0818115234375,1057.053045687164
2023-07-24,2023-07-24,6286.333333333333,0.0089079852148258,112.26360869888651,2217.824507657273,0.0868248699522962,2144.699760738584,0.080748058500744,0.0342916666666666,0.0303125,0.0368333333333333,0.03675,0.0337127209836866,0.022581828131214,0.0111510650617982,15.975,13.960416666666667,12.40625,10.71875,0.0,767.4291666666667,44.77291666666667,18.72083333333333,2023-07-24,0.080748058500744,1060.5637134123094
2023-07-25,2023-07-25,6268.395833333333,0.0089461870988613,111.78404095797774,2208.4449992509244,0.0893111951536286,2129.9099301478045,0.0841110229492187,0.033625,0.029625,0.036625,0.0370208333333333,0.0331989569370504,0.0231726524997844,0.011442818277514,15.814583333333331,13.94375,12.51875,10.841666666666669,0.0,767.18125,47.22291666666666,18.29375,2023-07-25,0.0841110229492187,1056.272275114967
2023-07-26,2023-07-26,6206.297872340426,0.0089647299215328,111.5587604398902,2206.676946926277,0.0898913274825669,2126.653651574291,0.0849851950620993,0.0331666666666666,0.0293541666666666,0.0359166666666666,0.0369583333333333,0.0327727821607528,0.0236627499380057,0.0116848318287851,16.235416666666666,14.1125,12.625,10.9375,0.0,767.1208333333334,54.03125,17.5,2023-07-26,0.0849851950620993,1049.9348469022325
2023-07-27,2023-07-27,6250.9375,0.0089601877546514,111.61005114462804,2203.125679795597,0.0907235344721229,2121.114912765423,0.0861607601768092,0.0323958333333333,0.0287916666666666,0.0357916666666666,0.036,0.0321968879217626,0.0243250235095848,0.0120118671619067,15.716666666666669,14.03125,12.716666666666669,11.0375,0.0,766.0604166666667,55.86041666666667,16.664583333333333,2023-07-27,0.0861607601768092,1045.5634536859582
2023-07-28,2023-07-28,6228.104166666667,0.0089469826000399,111.77895010595614,2198.235972578725,0.092262068003721,2122.2000367584624,0.0860885992282774,0.0321666666666666,0.0283541666666666,0.0352916666666666,0.0355833333333333,0.0318296547172287,0.0247473386318814,0.012220409330324,15.820833333333333,13.95,12.645833333333334,11.077083333333333,0.0,766.1125000000001,46.01666666666667,19.14583333333333,2023-07-28,0.0860885992282774,1043.086112646679
2023-07-29,2023-07-29,6248.212765957447,0.0089689121523875,111.50149872337629,2210.8023198938413,0.0888342351813144,2132.6602959034576,0.0835921124714176,0.0317021276595744,0.028,0.035127659574468,0.0347659574468085,0.0314430228290951,0.0251919620785226,0.0124399675057157,15.54255319148936,13.887234042553192,12.672340425531916,11.134042553191488,0.0,767.1489361702128,44.97446808510639,18.97659574468085,2023-07-29,0.0835921124714176,1051.9545199653196
2023-07-30,2023-07-30,6186.645833333333,0.0090033850331027,111.07682821933145,2208.859180791995,0.0891271154856493,2113.105102911923,0.0879853077423878,0.0314375,0.0275625,0.0346875,0.0340208333333333,0.0310534883000636,0.0256399235379868,0.0126611740152435,15.472916666666668,13.975,12.741666666666667,11.177083333333334,1.1146,767.6208333333334,54.22291666666666,18.06458333333333,2023-07-30,0.0879853077423878,1053.93986201187
2023-07-31,2023-07-31,6158.520833333333,0.0090065359966457,111.03516313451756,2175.9903193563177,0.0982478000581227,2069.315732199418,0.099127197265625,0.0314166666666666,0.0271458333333333,0.0340625,0.0338125,0.0307618542514893,0.0259753002614665,0.0128267853927637,14.03125,13.152083333333332,12.422916666666666,11.185416666666669,2.3827,766.7833333333333,78.58125,15.083333333333334,2023-07-31,0.099127197265625,1061.7787833972452
2023-08-01,2023-08-01,5980.6,0.009156444481303,109.22792445613815,2123.378157236047,0.1147211947016638,2016.1133667934864,0.1143011795847039,0.0327021276595744,0.027127659574468,0.0340212765957446,0.0329361702127659,0.0311991229639375,0.0254724448892012,0.0125784718842106,14.55531914893617,13.291489361702128,12.353191489361702,11.123404255319148,6.4535,766.2466666666667,79.97111111111111,15.34,2023-08-01,0.1143011795847039,1077.37897977862
2023-08-02,2023-08-02,5819.854166666667,0.0092709455855936,107.8763884888261,2117.963790272461,0.1161149561413927,2015.107330245964,0.114349365234375,0.0340833333333333,0.0276041666666666,0.0345625,0.033,0.0320209594030361,0.0245273398387842,0.0121117723837895,15.354166666666666,13.845833333333331,12.664583333333333,11.2125,4.5009,765.7854166666666,78.48125,16.037499999999998,2023-08-02,0.114349365234375,1087.8001964248283
2023-08-03,2023-08-03,5771.104166666667,0.0093113276298803,107.41042645363132,2060.4328014214952,0.1362660444402397,1972.4888671205936,0.1280255998883928,0.0475833333333333,0.0277083333333333,0.0347083333333333,0.0325833333333333,0.0374011422247526,0.0183401744673536,0.009056506742583,14.86875,13.98125,12.927083333333334,11.366666666666667,9.4929,765.0229166666667,74.95208333333333,14.70625,2023-08-03,0.1280255998883928,1075.4225944108105
2023-08-04,2023-08-04,5864.0,0.0092483256648652,108.13327540955429,2081.6329268963445,0.1287393109451155,2004.386024533292,0.1177629743303571,0.0481041666666666,0.0276458333333333,0.0347291666666666,0.032,0.0375538513613012,0.0181645602339969,0.0089697872028469,13.102083333333333,13.01875,12.575,11.4375,0.23369999,764.65625,67.34166666666667,13.708333333333334,2023-08-04,0.1177629743303571,1073.8229841572645
2023-08-05,2023-08-05,5874.875,0.0092169361973327,108.500895501511,2129.569285602571,0.1123657353623898,2050.144393610969,0.1042381109193314,0.0446041666666666,0.0277291666666666,0.0346666666666666,0.032,0.0361823699519156,0.0197417524159169,0.0097486157606304,13.641666666666666,13.13125,12.429166666666667,11.35,0.0,764.7875,60.28541666666666,14.820833333333333,2023-08-05,0.1042381109193314,1078.2751618892544
2023-08-06,2023-08-06,5966.0625,0.0091405953338347,109.41143661244136,2160.8495493962823,0.1027790024563272,2088.337076182286,0.0942490036423141,0.0356041666666666,0.0266875,0.0347083333333333,0.0319583333333333,0.0322904693520323,0.0242174056452928,0.0119587247059656,13.033333333333331,12.916666666666666,12.35625,11.33125,0.0,764.2520833333333,63.39791666666667,13.925,2023-08-06,0.0942490036423141,1088.3539718460022
2023-08-07,2023-08-07,6060.5625,0.0090709328453424,110.25084926899844,2178.418780710709,0.0976635445078227,2114.280106009818,0.0879117525540865,0.0298333333333333,0.0260833333333333,0.0346041666666666,0.0317916666666666,0.0297782548756601,0.027106431339936,0.0133853458501432,13.339583333333332,12.995833333333332,12.297916666666666,11.28125,0.0,764.0812500000001,51.41875,15.070833333333333,2023-08-07,0.0879117525540865,1074.9049169671914
2023-08-08,2023-08-08,6220.145833333333,0.0089375653115238,111.89827027382944,2194.7959019755085,0.0929826472553831,2138.6708981452584,0.082122802734375,0.0281458333333333,0.0258541666666666,0.0341666666666666,0.031,0.0288906659982639,0.0281271511459853,0.0138893844470621,12.266666666666666,12.454166666666666,12.066666666666668,11.2375,0.0,762.5416666666666,47.59791666666666,14.297916666666666,2023-08-08,0.082122802734375,1071.1932333234215
