date,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,SWC_10,SWC_20,SWC_50,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,sT_10,sT_20,sT_50,PRISM_ppt_mm,BaroPress,airRH,airT,date,CRNS,Bare
2023-08-04,2023-08-04,4586.6875,0.0104525113448515,95.74560712426243,2304.518615916096,0.1451882197395499,2200.9797277826183,0.0470136006673177,8.232811106641706e-06,808.4395833333333,0.0532708333333333,0.0650208333333333,0.0572708333333333,0.0789791666666666,0.0594522149515412,0.01695478345764,0.0084444303750673,16.3875,15.977083333333333,15.539583333333333,14.675,4.6724997,808.4395833333333,51.98571428571429,20.67619047619048,2023-08-04,0.0470136006673177,1097.2355884235335
2023-08-05,2023-08-05,4704.145833333333,0.0103110823193527,96.99192535717228,2387.301300070736,0.1025360170231152,2285.507445774206,0.0796241760253906,8.247885532825296e-06,808.4166666666666,0.0551041666666666,0.0657916666666666,0.0579583333333333,0.0792291666666666,0.0606037016282499,0.0156268777481043,0.0077830590672683,17.529166666666665,16.868750000000002,15.785416666666668,14.5875,0.0,808.4166666666666,57.86666666666667,18.1125,2023-08-05,0.0796241760253906,1092.8161313080407
2023-08-06,2023-08-06,4767.395833333333,0.0102436542249815,97.63794432973236,2416.406583425367,0.0953172409616295,2321.170022273636,0.0733782450358073,7.601726157246181e-06,807.9895833333334,0.0554583333333333,0.0659791666666666,0.058,0.0792708333333333,0.0608189958185482,0.0153785983799538,0.0076594020566582,17.83125,16.897916666666667,15.795833333333334,14.6,0.0,807.9895833333334,52.72291666666666,18.591666666666665,2023-08-06,0.0733782450358073,1099.7271334859838
2023-08-07,2023-08-07,4876.520833333333,0.0101275776413637,98.75175214568571,2456.802040142374,0.0855287233418837,2372.145636915688,0.0648956298828125,6.616544223087191e-06,808.0145833333332,0.0555416666666666,0.0660208333333333,0.058,0.0784375,0.0608173872422339,0.0153804534059086,0.0076603259633279,18.359574468085107,17.33125,16.002083333333335,14.622916666666669,0.0,808.0145833333332,48.825,18.33333333333333,2023-08-07,0.0648956298828125,1083.7674638150484
2023-08-08,2023-08-08,5023.291666666667,0.0099792868487347,100.22426353024764,2481.419687453404,0.0800553308028371,2404.4971083240803,0.0600255330403645,5.932888173456117e-06,806.1833333333334,0.05475,0.0656458333333333,0.0577291666666666,0.0788333333333333,0.060341462888738,0.0159292940300318,0.0079336792886002,17.720833333333335,17.085416666666667,15.997916666666669,14.666666666666666,0.0,806.1833333333334,48.39375,16.789583333333333,2023-08-08,0.0600255330403645,1071.0849576998
2023-08-09,2023-08-09,5067.979166666667,0.009935192502826,100.66905417914651,2493.296847070268,0.0774637013569461,2419.139801685455,0.0579007466634114,5.686599662806436e-06,805.6875,0.0533333333333333,0.0647708333333333,0.0572708333333333,0.0787083333333333,0.0593801495507384,0.0170378899834224,0.0084858220727222,16.474999999999998,15.86875,15.341666666666669,14.520833333333334,0.0,805.6875,46.07916666666667,16.608333333333334,2023-08-09,0.0579007466634114,1076.3768252335133
2023-08-10,2023-08-10,5207.6875,0.0097995782825364,102.05224117010316,2523.892766274176,0.0708280943794263,2444.6124056705926,0.05413818359375,6.008019321311838e-06,805.1916666666666,0.0532291666666666,0.0649583333333333,0.0572291666666666,0.077,0.0592902702108629,0.0171415397181558,0.0085374454373342,18.072916666666668,16.962500000000002,15.560416666666669,14.3875,0.0,805.1916666666666,42.8625,18.05208333333333,2023-08-10,0.05413818359375,1062.6412463502638
2023-08-11,2023-08-11,5089.229166666667,0.0099127429873225,100.88564704661064,2509.406319767469,0.0737690765099225,2403.168935100386,0.0600001017252604,8.187604447160574e-06,807.3249999999999,0.0523125,0.0647916666666666,0.0571041666666666,0.0766875,0.0588211899772393,0.017682487636233,0.0088068677535881,17.881249999999998,17.052083333333332,15.747916666666669,14.433333333333332,0.89559996,807.3249999999999,58.15,17.879166666666666,2023-08-11,0.0600001017252604,1065.9040048697645
2023-08-12,2023-08-12,5117.854166666667,0.0098850947941099,101.16857612493952,2519.826662821642,0.0716262069426817,2405.6484759495293,0.059674580891927,8.796242184992716e-06,808.0833333333334,0.0513541666666666,0.0644791666666666,0.0567291666666666,0.0766875,0.0582530727184565,0.0183376460213736,0.0091331732697737,17.789583333333333,16.98125,15.741666666666667,14.460416666666667,0.0,808.0833333333334,59.802083333333336,17.841666666666665,2023-08-12,0.059674580891927,1081.1705276310765
2023-08-13,2023-08-13,5026.791666666667,0.00997534942379,100.26073330966284,2475.591558683415,0.081360269968502,2357.9159570421507,0.0672213236490885,9.254160777858722e-06,808.4729166666666,0.0501041666666666,0.0640416666666666,0.0567916666666666,0.0762916666666666,0.0575961313907445,0.0190952371924605,0.0095104960420163,16.204166666666666,15.81875,15.410416666666668,14.45625,0.091699995,808.4729166666666,73.57083333333334,16.3125,2023-08-13,0.0672213236490885,1085.2869623682732
2023-08-14,2023-08-14,5081.75,0.0099208193992768,100.80882173882968,2507.116704744851,0.074389657257351,2417.9758950185,0.0578956604003906,6.82399419855389e-06,810.6458333333334,0.049875,0.0640416666666666,0.0565624999999999,0.0776458333333333,0.0575343523445173,0.0191664813934349,0.0095459796385045,17.447916666666668,16.477083333333333,15.46875,14.383333333333333,0.0,810.6458333333334,47.4875,18.35625,2023-08-14,0.0578956604003906,1064.0813815197248
2023-08-15,2023-08-15,5011.916666666667,0.0099902880551863,100.1118104537364,2507.738660490018,0.0742439373032853,2409.2157422739992,0.0591926574707031,7.573879384644761e-06,812.2916666666666,0.0496041666666666,0.064125,0.0568541666666666,0.0779791666666666,0.0575335725959806,0.0191673806070817,0.00954642749719,18.3375,17.1375,15.74375,14.429166666666667,0.0,812.2916666666666,51.270833333333336,19.48958333333333,2023-08-15,0.0591926574707031,1062.8313456672486
2023-08-16,2023-08-16,5152.708333333333,0.0098518745340043,101.5115713660498,2539.492158532946,0.0675943294286014,2427.440467636,0.0564905802408854,8.549240276777576e-06,810.3000000000001,0.0489375,0.0643958333333333,0.0567291666666666,0.0776041666666666,0.0573042307894872,0.0194318598237656,0.0096781529383624,19.22083333333333,17.900000000000002,16.164583333333333,14.54375,0.0,810.3000000000001,50.76666666666667,20.7125,2023-08-16,0.0564905802408854,1087.4757335386805
