date,year,min_temp,max_temp,GDD,cumulative_GDD
2023-06-22,2023,0.0,0.0,0.0,0.0
2023-06-23,2023,0.0,0.0,0.0,0.0
2023-06-24,2023,0.0,0.0,0.0,0.0
2023-06-25,2023,0.0,0.0,0.0,0.0
2023-06-26,2023,0.0,0.0,0.0,0.0
2023-06-27,2023,0.0,0.0,0.0,0.0
2023-06-28,2023,0.0,0.0,0.0,0.0
2023-06-29,2023,0.0,0.0,0.0,0.0
2023-06-30,2023,0.0,0.0,0.0,0.0
2023-07-01,2023,0.0,0.0,0.0,0.0
2023-07-02,2023,0.0,0.0,0.0,0.0
2023-07-03,2023,0.0,0.0,0.0,0.0
2023-07-04,2023,0.0,0.0,0.0,0.0
2023-07-05,2023,0.0,0.0,0.0,0.0
2023-07-06,2023,0.0,0.0,0.0,0.0
2023-07-07,2023,0.0,0.0,0.0,0.0
2023-07-08,2023,0.0,0.0,0.0,0.0
2023-07-09,2023,0.0,0.0,0.0,0.0
2023-07-10,2023,0.0,0.0,0.0,0.0
2023-07-11,2023,0.0,0.0,0.0,0.0
2023-07-12,2023,0.0,0.0,0.0,0.0
2023-07-13,2023,0.0,0.0,0.0,0.0
2023-07-14,2023,0.0,0.0,0.0,0.0
2023-07-15,2023,0.0,0.0,0.0,0.0
2023-07-16,2023,0.0,0.0,0.0,0.0
2023-07-17,2023,0.0,0.0,0.0,0.0
2023-07-18,2023,0.0,0.0,0.0,0.0
2023-07-19,2023,0.0,0.0,0.0,0.0
2023-07-20,2023,0.0,0.0,0.0,0.0
2023-07-21,2023,0.0,0.0,0.0,0.0
2023-07-22,2023,0.0,0.0,0.0,0.0
2023-07-23,2023,0.0,0.0,0.0,0.0
2023-07-24,2023,0.0,0.0,0.0,0.0
2023-07-25,2023,0.0,0.0,0.0,0.0
2023-07-26,2023,0.0,0.0,0.0,0.0
2023-07-27,2023,0.0,0.0,0.0,0.0
2023-07-28,2023,0.0,0.0,0.0,0.0
2023-07-29,2023,0.0,0.0,0.0,0.0
2023-07-30,2023,0.0,0.0,0.0,0.0
2023-07-31,2023,-99.0,0.0,0.0,0.0
2023-08-01,2023,-99.0,-99.0,0.0,0.0
2023-08-02,2023,-99.0,0.0,0.0,0.0
2023-08-03,2023,0.0,0.0,0.0,0.0
2023-08-04,2023,7.4,30.2,13.8,13.8
2023-08-05,2023,8.2,30.6,14.399999999999999,28.2
2023-08-06,2023,9.4,32.6,16.0,44.2
2023-08-07,2023,7.4,31.8,14.600000000000001,58.800000000000004
2023-08-08,2023,5.4,27.0,11.2,70.0
2023-08-09,2023,5.0,29.8,12.399999999999999,82.4
2023-08-10,2023,6.2,30.2,13.2,95.60000000000001
2023-08-11,2023,7.8,29.8,13.8,109.4
2023-08-12,2023,11.0,29.4,15.2,124.60000000000001
2023-08-13,2023,7.4,30.2,13.8,138.4
2023-08-14,2023,9.0,32.2,15.600000000000001,154.0
2023-08-15,2023,7.4,33.4,15.399999999999999,169.4
2023-08-16,2023,10.2,30.6,15.399999999999999,184.8
2023-08-17,2023,11.0,32.6,16.8,201.60000000000002
2023-08-18,2023,13.4,27.0,15.2,216.8
2023-08-19,2023,9.8,33.0,16.4,233.20000000000002
2023-08-20,2023,9.0,34.2,16.6,249.8
2023-08-21,2023,7.4,34.2,15.8,265.6
2023-08-22,2023,10.2,29.8,15.0,280.6
2023-08-23,2023,10.2,31.0,15.600000000000001,296.20000000000005
2023-08-24,2023,12.2,29.0,15.600000000000001,311.80000000000007
2023-08-25,2023,13.8,22.2,13.0,324.80000000000007
2023-08-26,2023,11.0,30.2,15.600000000000001,340.4000000000001
2023-08-27,2023,9.8,29.0,14.399999999999999,354.80000000000007
2023-08-28,2023,13.4,29.8,16.6,371.4000000000001
2023-08-29,2023,6.6,30.2,13.399999999999999,384.80000000000007
2023-08-30,2023,6.2,30.2,13.2,398.00000000000006
2023-08-31,2023,6.2,31.4,13.8,411.80000000000007
2023-09-01,2023,7.4,32.2,14.8,426.6000000000001
2023-09-02,2023,10.2,28.6,14.399999999999999,441.00000000000006
2023-09-03,2023,9.4,26.6,13.0,454.00000000000006
2023-09-04,2023,7.4,23.0,10.2,464.20000000000005
2023-09-05,2023,3.4,26.6,10.8,475.00000000000006
