half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-22 20:00:00,2023-06-22 20:00:00,39.18318,-107.24607,901.0083164183114,0.0,0.0,270,Crys 1
2023-06-22 20:30:00,2023-06-22 20:30:00,39.18318,-107.24607,940.9222786379303,0.0,0.0,270,Crys 1
2023-06-22 21:00:00,2023-06-22 21:00:00,39.18318,-107.24607,873.4363888334897,0.0,0.0,270,Crys 1
2023-06-22 21:30:00,2023-06-22 21:30:00,39.18318,-107.24607,883.4787500452951,0.0,0.0,270,Crys 1
2023-06-22 22:00:00,2023-06-22 22:00:00,39.18318,-107.24607,882.9492343632896,0.0,0.0,270,Crys 1
2023-06-22 22:30:00,2023-06-22 22:30:00,39.18318,-107.24607,866.5428034680114,0.0,0.0,270,Crys 1
2023-06-22 23:00:00,2023-06-22 23:00:00,39.18318,-107.24607,878.0233250455445,0.0,0.0,270,Crys 1
2023-06-22 23:30:00,2023-06-22 23:30:00,39.18318,-107.24607,790.1023871718352,0.0,0.0,270,Crys 1
2023-06-23 00:00:00,2023-06-23 00:00:00,39.18318,-107.24607,902.9519633677259,0.0,0.0,270,Crys 1
2023-06-23 00:30:00,2023-06-23 00:30:00,39.18318,-107.24607,889.1084856852028,0.0,0.0,270,Crys 1
2023-06-23 01:00:00,2023-06-23 01:00:00,39.18318,-107.24607,802.2568782199546,0.0,0.0,270,Crys 1
2023-06-23 01:30:00,2023-06-23 01:30:00,39.18318,-107.24607,763.2097078464811,0.0,0.0,270,Crys 1
2023-06-23 02:00:00,2023-06-23 02:00:00,39.18318,-107.24607,780.4672459948572,0.0,0.0,270,Crys 1
2023-06-23 02:30:00,2023-06-23 02:30:00,39.18318,-107.24607,823.3617411463061,0.0,0.0,270,Crys 1
2023-06-23 03:00:00,2023-06-23 03:00:00,39.18318,-107.24607,854.6349942451496,0.0,0.0,270,Crys 1
2023-06-23 03:30:00,2023-06-23 03:30:00,39.18318,-107.24607,816.6543323787588,0.0,0.0,270,Crys 1
2023-06-23 04:00:00,2023-06-23 04:00:00,39.18318,-107.24607,837.2005954104814,0.0,0.0,270,Crys 1
2023-06-23 04:30:00,2023-06-23 04:30:00,39.18318,-107.24607,824.2126296760032,0.0,0.0,270,Crys 1
2023-06-23 05:00:00,2023-06-23 05:00:00,39.18318,-107.24607,991.0650066865595,0.0,0.0,270,Crys 1
2023-06-23 05:30:00,2023-06-23 05:30:00,39.18318,-107.24607,836.6149549934496,0.0,0.0,270,Crys 1
2023-06-23 06:00:00,2023-06-23 06:00:00,39.18318,-107.24607,977.3235189286062,0.0,0.0,270,Crys 1
2023-06-23 06:30:00,2023-06-23 06:30:00,39.18318,-107.24607,879.5263334367103,0.0,0.0,270,Crys 1
2023-06-23 07:00:00,2023-06-23 07:00:00,39.18318,-107.24607,873.6138756075965,0.0,0.0,270,Crys 1
2023-06-23 07:30:00,2023-06-23 07:30:00,39.18318,-107.24607,880.1782114631369,0.0,0.0,270,Crys 1
2023-06-23 08:00:00,2023-06-23 08:00:00,39.18318,-107.24607,858.802501145543,0.0,0.0,270,Crys 1
2023-06-23 08:30:00,2023-06-23 08:30:00,39.18318,-107.24607,840.8448091930276,0.0,0.0,270,Crys 1
2023-06-23 09:00:00,2023-06-23 09:00:00,39.18318,-107.24607,861.1026937988728,0.0,0.0,270,Crys 1
2023-06-23 09:30:00,2023-06-23 09:30:00,39.18318,-107.24607,785.6928472145273,0.0,0.0,270,Crys 1
2023-06-23 10:00:00,2023-06-23 10:00:00,39.18318,-107.24607,921.361578289332,0.0,0.0,270,Crys 1
2023-06-23 10:30:00,2023-06-23 10:30:00,39.18318,-107.24607,938.5137228497258,0.0,0.0,270,Crys 1
2023-06-23 11:00:00,2023-06-23 11:00:00,39.18318,-107.24607,816.7677384545204,0.0,0.0,270,Crys 1
2023-06-23 11:30:00,2023-06-23 11:30:00,39.18318,-107.24607,937.2520511959187,0.0,0.0,270,Crys 1
2023-06-23 12:00:00,2023-06-23 12:00:00,39.18318,-107.24607,872.2202678868392,0.0,0.0,270,Crys 1
2023-06-23 12:30:00,2023-06-23 12:30:00,39.18318,-107.24607,811.2071175170965,0.0,0.0,270,Crys 1
2023-06-23 13:00:00,2023-06-23 13:00:00,39.18318,-107.24607,862.6529665624317,0.0,0.0,270,Crys 1
2023-06-23 13:30:00,2023-06-23 13:30:00,39.18318,-107.24607,831.5977223743926,0.0,0.0,270,Crys 1
2023-06-23 14:00:00,2023-06-23 14:00:00,39.18318,-107.24607,920.6865531905917,0.0,0.0,270,Crys 1
2023-06-23 14:30:00,2023-06-23 14:30:00,39.18318,-107.24607,903.8496335896103,0.0,0.0,270,Crys 1
2023-06-23 15:00:00,2023-06-23 15:00:00,39.18318,-107.24607,768.618633302285,0.0,0.0,270,Crys 1
2023-06-23 15:30:00,2023-06-23 15:30:00,39.18318,-107.24607,874.3001453241859,0.0,0.0,270,Crys 1
2023-06-23 16:00:00,2023-06-23 16:00:00,39.18318,-107.24607,890.8175358387248,0.0,0.0,270,Crys 1
2023-06-23 16:30:00,2023-06-23 16:30:00,39.18318,-107.24607,842.5937788525649,0.0,0.0,270,Crys 1
2023-06-23 17:00:00,2023-06-23 17:00:00,39.18318,-107.24607,807.1166582574089,0.0,0.0,270,Crys 1
2023-06-23 17:30:00,2023-06-23 17:30:00,39.18318,-107.24607,847.764185711084,0.0,0.0,270,Crys 1
2023-06-23 18:00:00,2023-06-23 18:00:00,39.18318,-107.24607,886.1444562674765,0.0,0.0,270,Crys 1
2023-06-23 18:30:00,2023-06-23 18:30:00,39.18318,-107.24607,914.2151768476971,0.0,0.0,270,Crys 1
2023-06-23 19:00:00,2023-06-23 19:00:00,39.18318,-107.24607,911.1266120610497,0.0,0.0,270,Crys 1
2023-06-23 19:30:00,2023-06-23 19:30:00,39.18318,-107.24607,847.5055706959419,0.0,0.0,270,Crys 1
2023-06-23 20:00:00,2023-06-23 20:00:00,39.18318,-107.24607,858.34130769958,0.0,0.0,270,Crys 1
2023-06-23 20:30:00,2023-06-23 20:30:00,39.18318,-107.24607,855.9912105198736,0.0,0.0,270,Crys 1
2023-06-23 21:00:00,2023-06-23 21:00:00,39.18318,-107.24607,978.1290054218929,0.0,0.0,270,Crys 1
