half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-22 16:30:00,2023-06-22 16:30:00,39.31247,-107.20899,35.695816024085524,0.0,0.0,269,Crys 6
2023-06-22 17:00:00,2023-06-22 17:00:00,39.31247,-107.20899,29.381730600910426,0.0,0.0,269,Crys 6
2023-06-22 17:30:00,2023-06-22 17:30:00,39.31247,-107.20899,29.426225268138563,0.0,0.0,269,Crys 6
2023-06-22 18:00:00,2023-06-22 18:00:00,39.31247,-107.20899,28.96605790095361,0.0,0.0,269,Crys 6
2023-06-22 18:30:00,2023-06-22 18:30:00,39.31247,-107.20899,26.38541174356475,0.0,0.0,269,Crys 6
2023-06-22 19:00:00,2023-06-22 19:00:00,39.31247,-107.20899,29.339792410420767,0.0,0.0,269,Crys 6
2023-06-22 19:30:00,2023-06-22 19:30:00,39.31247,-107.20899,32.27502969140919,0.0,0.0,269,Crys 6
2023-06-22 20:00:00,2023-06-22 20:00:00,39.31247,-107.20899,36.27383371591551,0.0,0.0,269,Crys 6
2023-06-22 20:30:00,2023-06-22 20:30:00,39.31247,-107.20899,37.63420535897325,0.0,0.0,269,Crys 6
2023-06-22 21:00:00,2023-06-22 21:00:00,39.31247,-107.20899,46.144249033421694,0.0,0.0,269,Crys 6
2023-06-22 21:30:00,2023-06-22 21:30:00,39.31247,-107.20899,52.41806109853698,0.0,0.0,269,Crys 6
2023-06-22 22:00:00,2023-06-22 22:00:00,39.31247,-107.20899,60.92783349615829,0.0,0.0,269,Crys 6
2023-06-22 22:30:00,2023-06-22 22:30:00,39.31247,-107.20899,65.3791780369404,0.0,0.0,269,Crys 6
2023-06-22 23:00:00,2023-06-22 23:00:00,39.31247,-107.20899,72.96339975746096,0.0,0.0,269,Crys 6
2023-06-22 23:30:00,2023-06-22 23:30:00,39.31247,-107.20899,87.7766668216499,0.0,0.0,269,Crys 6
2023-06-23 00:30:00,2023-06-23 00:30:00,39.31247,-107.20899,94.10797928663601,0.0,0.0,269,Crys 6
2023-06-23 01:00:00,2023-06-23 01:00:00,39.31247,-107.20899,83.99899558675858,0.0,0.0,269,Crys 6
2023-06-23 01:30:00,2023-06-23 01:30:00,39.31247,-107.20899,88.49057136102816,0.0,0.0,269,Crys 6
2023-06-23 02:00:00,2023-06-23 02:00:00,39.31247,-107.20899,81.52049947819981,0.0,0.0,269,Crys 6
2023-06-23 02:30:00,2023-06-23 02:30:00,39.31247,-107.20899,106.01288065476116,0.0,0.0,269,Crys 6
2023-06-23 03:00:00,2023-06-23 03:00:00,39.31247,-107.20899,103.13876794063309,0.0,0.0,269,Crys 6
2023-06-23 03:30:00,2023-06-23 03:30:00,39.31247,-107.20899,140.90644355518108,0.0,0.0,269,Crys 6
2023-06-23 04:00:00,2023-06-23 04:00:00,39.31247,-107.20899,153.08268653339263,0.0,0.0,269,Crys 6
2023-06-23 04:30:00,2023-06-23 04:30:00,39.31247,-107.20899,189.12755878942355,0.0,0.0,269,Crys 6
2023-06-23 05:00:00,2023-06-23 05:00:00,39.31247,-107.20899,191.08900078825386,0.0,0.0,269,Crys 6
2023-06-23 05:30:00,2023-06-23 05:30:00,39.31247,-107.20899,218.8309788374531,0.0,0.0,269,Crys 6
2023-06-23 06:30:00,2023-06-23 06:30:00,39.31247,-107.20899,292.41485595105513,0.0,0.0,269,Crys 6
2023-06-23 07:00:00,2023-06-23 07:00:00,39.31247,-107.20899,309.50264129086884,0.0,0.0,269,Crys 6
2023-06-23 07:30:00,2023-06-23 07:30:00,39.31247,-107.20899,290.04549038773257,0.0,0.0,269,Crys 6
2023-06-23 08:00:00,2023-06-23 08:00:00,39.31247,-107.20899,409.7263388367122,0.0,0.0,269,Crys 6
2023-06-23 08:30:00,2023-06-23 08:30:00,39.31247,-107.20899,291.0391952888942,0.0,0.0,269,Crys 6
2023-06-23 09:00:00,2023-06-23 09:00:00,39.31247,-107.20899,286.0685895031838,0.0,0.0,269,Crys 6
2023-06-23 09:30:00,2023-06-23 09:30:00,39.31247,-107.20899,236.46118572177113,0.0,0.0,269,Crys 6
2023-06-23 10:00:00,2023-06-23 10:00:00,39.31247,-107.20899,136.8076021793843,0.0,0.0,269,Crys 6
2023-06-23 10:30:00,2023-06-23 10:30:00,39.31247,-107.20899,109.79709913464296,0.0,0.0,269,Crys 6
2023-06-23 11:00:00,2023-06-23 11:00:00,39.31247,-107.20899,76.55807853181855,0.0,0.0,269,Crys 6
2023-06-23 11:30:00,2023-06-23 11:30:00,39.31247,-107.20899,69.20065501720839,0.0,0.0,269,Crys 6
2023-06-23 12:00:00,2023-06-23 12:00:00,39.31247,-107.20899,62.26646810882789,0.0,0.0,269,Crys 6
2023-06-23 12:30:00,2023-06-23 12:30:00,39.31247,-107.20899,62.970102781513795,0.0,0.0,269,Crys 6
2023-06-23 13:00:00,2023-06-23 13:00:00,39.31247,-107.20899,55.369595904015355,0.0,0.0,269,Crys 6
2023-06-23 13:30:00,2023-06-23 13:30:00,39.31247,-107.20899,47.427955804023895,0.0,0.0,269,Crys 6
2023-06-23 14:00:00,2023-06-23 14:00:00,39.31247,-107.20899,39.50207157131785,0.0,0.0,269,Crys 6
2023-06-23 14:30:00,2023-06-23 14:30:00,39.31247,-107.20899,37.48875484408599,0.0,0.0,269,Crys 6
