half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-29 08:30:00,2023-06-29 08:30:00,39.17225,-107.24512,,0.0,0.0,279,Crys 2
2023-06-29 13:00:00,2023-06-29 13:00:00,39.17225,-107.24512,1066.7892879910514,0.0,0.0,279,Crys 2
2023-06-29 13:30:00,2023-06-29 13:30:00,39.17225,-107.24512,1072.3291718357846,0.0,0.0,279,Crys 2
2023-06-29 14:00:00,2023-06-29 14:00:00,39.17225,-107.24512,1051.6998147824188,0.0,0.0,279,Crys 2
2023-06-29 14:30:00,2023-06-29 14:30:00,39.17225,-107.24512,1085.9805825028734,0.0,0.0,279,Crys 2
2023-06-29 15:00:00,2023-06-29 15:00:00,39.17225,-107.24512,1037.2142011069861,0.0,0.0,279,Crys 2
2023-06-29 15:30:00,2023-06-29 15:30:00,39.17225,-107.24512,1084.8802587701637,0.0,0.0,279,Crys 2
2023-06-29 16:00:00,2023-06-29 16:00:00,39.17225,-107.24512,1126.755573641679,0.0,0.0,279,Crys 2
2023-06-29 16:30:00,2023-06-29 16:30:00,39.17225,-107.24512,1065.308280326349,0.0,0.0,279,Crys 2
2023-06-29 17:00:00,2023-06-29 17:00:00,39.17225,-107.24512,1049.5020907026287,0.0,0.0,279,Crys 2
2023-06-29 17:30:00,2023-06-29 17:30:00,39.17225,-107.24512,1044.3360498943441,0.0,0.0,279,Crys 2
2023-06-29 18:00:00,2023-06-29 18:00:00,39.17225,-107.24512,1104.0650064235483,0.0,0.0,279,Crys 2
2023-06-29 18:30:00,2023-06-29 18:30:00,39.17225,-107.24512,1074.6846591862995,0.0,0.0,279,Crys 2
2023-06-29 19:00:00,2023-06-29 19:00:00,39.17225,-107.24512,1070.3158422786164,0.0,0.0,279,Crys 2
2023-06-29 19:30:00,2023-06-29 19:30:00,39.17225,-107.24512,1126.634287709903,0.0,0.0,279,Crys 2
2023-06-29 20:00:00,2023-06-29 20:00:00,39.17225,-107.24512,1117.9872468298609,0.0,0.0,279,Crys 2
2023-06-29 20:30:00,2023-06-29 20:30:00,39.17225,-107.24512,1085.1957832846238,0.0,0.0,279,Crys 2
2023-06-29 21:00:00,2023-06-29 21:00:00,39.17225,-107.24512,1063.3944082787036,0.0,0.0,279,Crys 2
