half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-26 12:00:00,2023-06-26 12:00:00,39.47299,-107.22139,872.5322706302939,0.0,0.0,273,RF 8
2023-06-26 12:30:00,2023-06-26 12:30:00,39.47299,-107.22139,822.5811382174367,0.0,0.0,273,RF 8
2023-06-26 13:00:00,2023-06-26 13:00:00,39.47299,-107.22139,805.5707070621231,0.0,0.0,273,RF 8
2023-06-26 13:30:00,2023-06-26 13:30:00,39.47299,-107.22139,745.9062134378828,0.0,0.0,273,RF 8
2023-06-26 14:00:00,2023-06-26 14:00:00,39.47299,-107.22139,814.9009114948417,0.0,0.0,273,RF 8
2023-06-26 14:30:00,2023-06-26 14:30:00,39.47299,-107.22139,735.7196359187154,0.0,0.0,273,RF 8
2023-06-26 15:00:00,2023-06-26 15:00:00,39.47299,-107.22139,749.0043143354573,0.0,0.0,273,RF 8
2023-06-26 15:30:00,2023-06-26 15:30:00,39.47299,-107.22139,738.0629218343202,0.0,0.0,273,RF 8
2023-06-26 16:00:00,2023-06-26 16:00:00,39.47299,-107.22139,730.8743139720045,0.0,0.0,273,RF 8
2023-06-26 16:30:00,2023-06-26 16:30:00,39.47299,-107.22139,840.6419977226875,0.0,0.0,273,RF 8
2023-06-26 17:00:00,2023-06-26 17:00:00,39.47299,-107.22139,810.2773672358467,0.0,0.0,273,RF 8
2023-06-26 17:30:00,2023-06-26 17:30:00,39.47299,-107.22139,771.1775482069678,0.0,0.0,273,RF 8
2023-06-26 18:00:00,2023-06-26 18:00:00,39.47299,-107.22139,810.8087307629901,0.0,0.0,273,RF 8
2023-06-26 18:30:00,2023-06-26 18:30:00,39.47299,-107.22139,763.2259495192394,0.0,0.0,273,RF 8
2023-06-26 19:00:00,2023-06-26 19:00:00,39.47299,-107.22139,686.2800174358284,0.0,0.0,273,RF 8
2023-06-26 19:30:00,2023-06-26 19:30:00,39.47299,-107.22139,802.6833009429156,0.0,0.0,273,RF 8
2023-06-26 20:00:00,2023-06-26 20:00:00,39.47299,-107.22139,775.7322591211049,0.0,0.0,273,RF 8
2023-06-26 20:30:00,2023-06-26 20:30:00,39.47299,-107.22139,887.5318499996172,0.0,0.0,273,RF 8
2023-06-26 21:00:00,2023-06-26 21:00:00,39.47299,-107.22139,783.0139294356499,0.0,0.0,273,RF 8
2023-06-26 21:30:00,2023-06-26 21:30:00,39.47299,-107.22139,738.0102291307229,0.0,0.0,273,RF 8
2023-06-26 22:00:00,2023-06-26 22:00:00,39.47299,-107.22139,850.6800244050378,0.0,0.0,273,RF 8
2023-06-26 22:30:00,2023-06-26 22:30:00,39.47299,-107.22139,780.7559271885982,0.0,0.0,273,RF 8
2023-06-26 23:00:00,2023-06-26 23:00:00,39.47299,-107.22139,705.4764139929513,0.0,0.0,273,RF 8
2023-06-26 23:30:00,2023-06-26 23:30:00,39.47299,-107.22139,856.6099076758962,0.0,0.0,273,RF 8
2023-06-27 00:00:00,2023-06-27 00:00:00,39.47299,-107.22139,755.2866954049748,0.0,0.0,273,RF 8
2023-06-27 00:30:00,2023-06-27 00:30:00,39.47299,-107.22139,817.4416780461869,0.0,0.0,273,RF 8
2023-06-27 01:00:00,2023-06-27 01:00:00,39.47299,-107.22139,790.1771243673767,0.0,0.0,273,RF 8
2023-06-27 01:30:00,2023-06-27 01:30:00,39.47299,-107.22139,829.9596769194343,0.0,0.0,273,RF 8
2023-06-27 02:00:00,2023-06-27 02:00:00,39.47299,-107.22139,740.8223273402393,0.0,0.0,273,RF 8
2023-06-27 02:30:00,2023-06-27 02:30:00,39.47299,-107.22139,800.2563101248256,0.0,0.0,273,RF 8
2023-06-27 03:00:00,2023-06-27 03:00:00,39.47299,-107.22139,836.8885741389773,0.0,0.0,273,RF 8
2023-06-27 03:30:00,2023-06-27 03:30:00,39.47299,-107.22139,719.4362241001454,0.0,0.0,273,RF 8
2023-06-27 04:00:00,2023-06-27 04:00:00,39.47299,-107.22139,850.4284281321002,0.0,0.0,273,RF 8
2023-06-27 04:30:00,2023-06-27 04:30:00,39.47299,-107.22139,785.3272476420029,0.0,0.0,273,RF 8
2023-06-27 05:00:00,2023-06-27 05:00:00,39.47299,-107.22139,795.1292211300228,0.0,0.0,273,RF 8
2023-06-27 05:30:00,2023-06-27 05:30:00,39.47299,-107.22139,713.956762322845,0.0,0.0,273,RF 8
2023-06-27 06:00:00,2023-06-27 06:00:00,39.47299,-107.22139,861.6838692962828,0.0,0.0,273,RF 8
2023-06-27 06:30:00,2023-06-27 06:30:00,39.47299,-107.22139,916.4777289987984,0.0,0.0,273,RF 8
2023-06-27 07:00:00,2023-06-27 07:00:00,39.47299,-107.22139,744.3429463424704,0.0,0.0,273,RF 8
2023-06-27 07:30:00,2023-06-27 07:30:00,39.47299,-107.22139,741.8737077627834,0.0,0.0,273,RF 8
