half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-29 02:00:00,2023-06-29 02:00:00,39.35448,-106.74206,798.4229368262341,0.0,0.0,277,Fry 5
2023-06-29 02:30:00,2023-06-29 02:30:00,39.35448,-106.74206,843.4941631779188,0.0,0.0,277,Fry 5
2023-06-29 03:30:00,2023-06-29 03:30:00,39.35448,-106.74206,843.9754525774882,0.0,0.0,277,Fry 5
2023-06-29 04:00:00,2023-06-29 04:00:00,39.35448,-106.74206,819.9539653905275,0.0,0.0,277,Fry 5
2023-06-29 04:30:00,2023-06-29 04:30:00,39.35448,-106.74206,882.2163218179929,0.0,0.0,277,Fry 5
2023-06-29 05:00:00,2023-06-29 05:00:00,39.35448,-106.74206,781.7089490993844,0.0,0.0,277,Fry 5
2023-06-29 05:30:00,2023-06-29 05:30:00,39.35448,-106.74206,778.3060507062344,0.0,0.0,277,Fry 5
2023-06-29 06:00:00,2023-06-29 06:00:00,39.35448,-106.74206,825.2621955352216,0.0,0.0,277,Fry 5
2023-06-29 06:30:00,2023-06-29 06:30:00,39.35448,-106.74206,838.1274653908649,0.0,0.0,277,Fry 5
2023-06-29 07:00:00,2023-06-29 07:00:00,39.35448,-106.74206,733.1560783499093,0.0,0.0,277,Fry 5
2023-06-29 07:30:00,2023-06-29 07:30:00,39.35448,-106.74206,849.4324852425846,0.0,0.0,277,Fry 5
2023-06-29 08:00:00,2023-06-29 08:00:00,39.35448,-106.74206,772.3829358227944,0.0,0.0,277,Fry 5
2023-06-29 08:30:00,2023-06-29 08:30:00,39.35448,-106.74206,806.5814403189572,0.0,0.0,277,Fry 5
2023-06-29 09:00:00,2023-06-29 09:00:00,39.35448,-106.74206,780.1540738602748,0.0,0.0,277,Fry 5
2023-06-29 09:30:00,2023-06-29 09:30:00,39.35448,-106.74206,817.6139357588041,0.0,0.0,277,Fry 5
2023-06-29 10:00:00,2023-06-29 10:00:00,39.35448,-106.74206,770.3238430083132,0.0,0.0,277,Fry 5
2023-06-29 10:30:00,2023-06-29 10:30:00,39.35448,-106.74206,740.670570616929,0.0,0.0,277,Fry 5
2023-06-29 11:00:00,2023-06-29 11:00:00,39.35448,-106.74206,771.665182578788,0.0,0.0,277,Fry 5
2023-06-29 11:30:00,2023-06-29 11:30:00,39.35448,-106.74206,738.1960410851002,0.0,0.0,277,Fry 5
2023-06-29 12:00:00,2023-06-29 12:00:00,39.35448,-106.74206,767.236863163363,0.0,0.0,277,Fry 5
2023-06-29 12:30:00,2023-06-29 12:30:00,39.35448,-106.74206,760.5927304387451,0.0,0.0,277,Fry 5
