half_hour,datetime,lat,long,bare_nc_cph,swc,bwe,site,SiteName
2023-06-29 21:30:00,2023-06-29 21:30:00,39.37997,-106.96697,807.7481259855527,0.0,0.0,283,Fry 6
2023-06-29 22:00:00,2023-06-29 22:00:00,39.37997,-106.96697,819.550817854004,0.0,0.0,283,Fry 6
2023-06-29 22:30:00,2023-06-29 22:30:00,39.37997,-106.96697,809.8220047787851,0.0,0.0,283,Fry 6
2023-06-29 23:00:00,2023-06-29 23:00:00,39.37997,-106.96697,809.18831519036,0.0,0.0,283,Fry 6
2023-06-29 23:30:00,2023-06-29 23:30:00,39.37997,-106.96697,798.7375764499485,0.0,0.0,283,Fry 6
2023-06-30 00:00:00,2023-06-30 00:00:00,39.37997,-106.96697,798.588307892064,0.0,0.0,283,Fry 6
2023-06-30 00:30:00,2023-06-30 00:30:00,39.37997,-106.96697,837.3112221057996,0.0,0.0,283,Fry 6
2023-06-30 01:00:00,2023-06-30 01:00:00,39.37997,-106.96697,802.1524597475604,0.0,0.0,283,Fry 6
2023-06-30 02:00:00,2023-06-30 02:00:00,39.37997,-106.96697,795.8695822236717,0.0,0.0,283,Fry 6
2023-06-30 02:30:00,2023-06-30 02:30:00,39.37997,-106.96697,820.260374019287,0.0,0.0,283,Fry 6
2023-06-30 03:00:00,2023-06-30 03:00:00,39.37997,-106.96697,791.1305235291552,0.0,0.0,283,Fry 6
2023-06-30 03:30:00,2023-06-30 03:30:00,39.37997,-106.96697,850.7761472940347,0.0,0.0,283,Fry 6
2023-06-30 04:00:00,2023-06-30 04:00:00,39.37997,-106.96697,772.8928870053634,0.0,0.0,283,Fry 6
2023-06-30 04:30:00,2023-06-30 04:30:00,39.37997,-106.96697,811.6846756317152,0.0,0.0,283,Fry 6
2023-06-30 05:00:00,2023-06-30 05:00:00,39.37997,-106.96697,807.297820664346,0.0,0.0,283,Fry 6
2023-06-30 05:30:00,2023-06-30 05:30:00,39.37997,-106.96697,823.6530390518312,0.0,0.0,283,Fry 6
2023-06-30 06:00:00,2023-06-30 06:00:00,39.37997,-106.96697,825.7644303010738,0.0,0.0,283,Fry 6
2023-06-30 06:30:00,2023-06-30 06:30:00,39.37997,-106.96697,793.7074718540772,0.0,0.0,283,Fry 6
2023-06-30 07:00:00,2023-06-30 07:00:00,39.37997,-106.96697,796.0860375575552,0.0,0.0,283,Fry 6
2023-06-30 07:30:00,2023-06-30 07:30:00,39.37997,-106.96697,811.7382604980784,0.0,0.0,283,Fry 6
2023-06-30 08:30:00,2023-06-30 08:30:00,39.37997,-106.96697,819.1710059756088,0.0,0.0,283,Fry 6
2023-06-30 09:00:00,2023-06-30 09:00:00,39.37997,-106.96697,812.0429690161609,0.0,0.0,283,Fry 6
2023-06-30 09:30:00,2023-06-30 09:30:00,39.37997,-106.96697,795.7131995571601,0.0,0.0,283,Fry 6
2023-06-30 10:00:00,2023-06-30 10:00:00,39.37997,-106.96697,787.4630637539798,0.0,0.0,283,Fry 6
2023-06-30 10:30:00,2023-06-30 10:30:00,39.37997,-106.96697,812.9707943604707,0.0,0.0,283,Fry 6
2023-06-30 11:00:00,2023-06-30 11:00:00,39.37997,-106.96697,790.6344849939586,0.0,0.0,283,Fry 6
2023-06-30 12:00:00,2023-06-30 12:00:00,39.37997,-106.96697,771.4601899532106,0.0,0.0,283,Fry 6
2023-06-30 12:30:00,2023-06-30 12:30:00,39.37997,-106.96697,795.9049915593785,0.0,0.0,283,Fry 6
2023-06-30 13:00:00,2023-06-30 13:00:00,39.37997,-106.96697,803.6548716921966,0.0,0.0,283,Fry 6
2023-06-30 13:30:00,2023-06-30 13:30:00,39.37997,-106.96697,813.6910074027568,0.0,0.0,283,Fry 6
2023-06-30 14:30:00,2023-06-30 14:30:00,39.37997,-106.96697,776.4052626026369,0.0,0.0,283,Fry 6
2023-06-30 15:00:00,2023-06-30 15:00:00,39.37997,-106.96697,799.8347686931628,0.0,0.0,283,Fry 6
2023-06-30 15:30:00,2023-06-30 15:30:00,39.37997,-106.96697,812.6934422723693,0.0,0.0,283,Fry 6
2023-06-30 16:00:00,2023-06-30 16:00:00,39.37997,-106.96697,790.0752761360466,0.0,0.0,283,Fry 6
2023-06-30 16:30:00,2023-06-30 16:30:00,39.37997,-106.96697,779.2177433171804,0.0,0.0,283,Fry 6
2023-06-30 17:00:00,2023-06-30 17:00:00,39.37997,-106.96697,844.5497784639382,0.0,0.0,283,Fry 6
2023-06-30 17:30:00,2023-06-30 17:30:00,39.37997,-106.96697,913.2693427475824,0.0,0.0,283,Fry 6
2023-06-30 18:00:00,2023-06-30 18:00:00,39.37997,-106.96697,847.2027254210433,0.0,0.0,283,Fry 6
2023-06-30 18:30:00,2023-06-30 18:30:00,39.37997,-106.96697,895.8882873780555,0.0,0.0,283,Fry 6
2023-06-30 19:00:00,2023-06-30 19:00:00,39.37997,-106.96697,886.4381944452113,0.0,0.0,283,Fry 6
2023-06-30 19:30:00,2023-06-30 19:30:00,39.37997,-106.96697,883.7408513369919,0.0,0.0,283,Fry 6
2023-06-30 20:00:00,2023-06-30 20:00:00,39.37997,-106.96697,869.6819159024733,0.0,0.0,283,Fry 6
2023-06-30 20:30:00,2023-06-30 20:30:00,39.37997,-106.96697,873.1996642822496,0.0,0.0,283,Fry 6
2023-06-30 21:00:00,2023-06-30 21:00:00,39.37997,-106.96697,864.261995528999,0.0,0.0,283,Fry 6
